Account	Flag	Check Number	Date	Payee	Category	Master Category	Sub Category	Memo	Outflow	Inflow	Cleared	Running Balance
Capital One Quicksilver			5/1/2018	Liquior Store	Infrequent Purchases and Payments:Vacation	Infrequent Purchases and Payments	Vacation	Whiskey and Gin	$94.89 	$0.00 	R	($568.82)
Capital One Quicksilver			5/1/2018	Derby Day Colorado	Infrequent Purchases and Payments:Vacation	Infrequent Purchases and Payments	Vacation	Sam and Vienna	$306.30 	$0.00 	R	($875.12)
Capital One Quicksilver			5/2/2018	Chick Fil A	Infrequent Purchases and Payments:Vacation	Infrequent Purchases and Payments	Vacation		$8.08 	$0.00 	R	($883.20)
Capital One Quicksilver			5/2/2018	The Shootest	Infrequent Purchases and Payments:Vacation	Infrequent Purchases and Payments	Vacation	Vienna gun range	$84.15 	$0.00 	R	($967.35)
Capital One Quicksilver			5/4/2018	Sims Market	Infrequent Purchases and Payments:Vacation	Infrequent Purchases and Payments	Vacation	Banana bread 	$19.43 	$0.00 	R	($986.78)
Capital One Quicksilver			5/4/2018	Wynkopp Brewing	Infrequent Purchases and Payments:Vacation	Infrequent Purchases and Payments	Vacation	"Sam, marissa, Jake, Chris"	$26.00 	$0.00 	R	"($1,012.78)"
Capital One Quicksilver			5/4/2018	Exxon Mobile	Infrequent Purchases and Payments:Vacation	Infrequent Purchases and Payments	Vacation	Vienna	$32.12 	$0.00 	R	"($1,044.90)"
Capital One Quicksilver			5/4/2018	Mountain Reserve	Infrequent Purchases and Payments:Vacation	Infrequent Purchases and Payments	Vacation	Drinks and Dinner with Vienna	$120.00 	$0.00 	R	"($1,164.90)"
Capital One Quicksilver			5/5/2018	Terminal Bar	Infrequent Purchases and Payments:Vacation	Infrequent Purchases and Payments	Vacation	out with Clayton	$31.64 	$0.00 	R	"($1,196.54)"
Capital One Quicksilver			5/5/2018	Jacks Fish 	Infrequent Purchases and Payments:Vacation	Infrequent Purchases and Payments	Vacation	Out with Clayton and Sam	$32.85 	$0.00 	R	"($1,229.39)"
Capital One Quicksilver			5/5/2018	Machete	Infrequent Purchases and Payments:Vacation	Infrequent Purchases and Payments	Vacation	Out with Clayton	$34.00 	$0.00 	R	"($1,263.39)"
Capital One Quicksilver			5/5/2018	Rioja	Infrequent Purchases and Payments:Vacation	Infrequent Purchases and Payments	Vacation	Out with Sam - Awesome breakfast before Derby	$54.00 	$0.00 	R	"($1,317.39)"
Capital One Quicksilver			5/6/2018	West Flanders Brewing Boulder	Infrequent Purchases and Payments:Vacation	Infrequent Purchases and Payments	Vacation	Sam and Chris after the mountain	$8.04 	$0.00 	R	"($1,325.43)"
Capital One Quicksilver			5/6/2018	Carnation Resturant	Infrequent Purchases and Payments:Vacation	Infrequent Purchases and Payments	Vacation	Out with Sam and Chris	$11.78 	$0.00 	R	"($1,337.21)"
Capital One Quicksilver			5/7/2018	Starbucks	Infrequent Purchases and Payments:Vacation	Infrequent Purchases and Payments	Vacation	Sam	$4.25 	$0.00 	R	"($1,341.46)"
Capital One Quicksilver			5/7/2018	Mimi’s Breakfast	Infrequent Purchases and Payments:Vacation	Infrequent Purchases and Payments	Vacation	Sam Chris and Sarah 	$23.94 	$0.00 	R	"($1,365.40)"
Capital One Quicksilver			5/8/2018	Shell Gas	Infrequent Purchases and Payments:Vacation	Infrequent Purchases and Payments	Vacation	Water	$1.95 	$0.00 	R	"($1,367.35)"
Capital One Quicksilver			5/8/2018	Shell Gas	Infrequent Purchases and Payments:Vacation	Infrequent Purchases and Payments	Vacation	Water	$5.70 	$0.00 	R	"($1,373.05)"
Capital One Quicksilver			5/8/2018	Mill Street Eats	Infrequent Purchases and Payments:Vacation	Infrequent Purchases and Payments	Vacation	After Redrocks meal	$15.00 	$0.00 	R	"($1,388.05)"
Capital One Quicksilver			5/8/2018	West Flanders Brewing Boulder	Infrequent Purchases and Payments:Vacation	Infrequent Purchases and Payments	Vacation	Vienna and Sam	$23.20 	$0.00 	R	"($1,411.25)"
Capital One Quicksilver			5/8/2018	Dominos	Infrequent Purchases and Payments:Vacation	Infrequent Purchases and Payments	Vacation	Sam late night	$30.49 	$0.00 	R	"($1,441.74)"
Capital One Quicksilver			5/9/2018	Denver Airport	Infrequent Purchases and Payments:Vacation	Infrequent Purchases and Payments	Vacation	Water	$2.43 	$0.00 	R	"($1,444.17)"
Capital One Quicksilver			5/9/2018	Boulder Parking	Infrequent Purchases and Payments:Vacation	Infrequent Purchases and Payments	Vacation	For snooze	$2.50 	$0.00 	R	"($1,446.67)"
Capital One Quicksilver			5/9/2018	Snooze	Infrequent Purchases and Payments:Vacation	Infrequent Purchases and Payments	Vacation	With sam breakfast	$53.37 	$0.00 	R	"($1,500.04)"
Capital One Quicksilver			5/10/2018	Capital One	Income:Available this month	Income	Available this month		$0.00 	$27.07 	R	"($1,472.97)"
Capital One Quicksilver			5/11/2018	Mens Warehouse	Everday Wants:Shoes and Clothing [20→100]	Everday Wants	Shoes and Clothing [20→100]	Alterations 	$69.96 	$0.00 	R	"($1,542.93)"
Capital One Quicksilver			5/12/2018	Dairy Queen	"Everday Wants:Partying, Drinks, and Food"	Everday Wants	"Partying, Drinks, and Food"		$4.23 	$0.00 	R	"($1,547.16)"
Capital One Quicksilver			5/12/2018	Kroger	Everyday Needs:General Grocery	Everyday Needs	General Grocery	Meat Recipe	$11.91 	$0.00 	R	"($1,559.07)"
Capital One Quicksilver			5/12/2018	Wasabi	"Everday Wants:Partying, Drinks, and Food"	Everday Wants	"Partying, Drinks, and Food"	Liz and Cam	$12.03 	$0.00 	R	"($1,571.10)"
Capital One Quicksilver			5/12/2018	Escape Room	Everday Wants:Spending Money	Everday Wants	Spending Money	Cam and Liz	$12.50 	$0.00 	R	"($1,583.60)"
Capital One Quicksilver			5/12/2018	Mens Warehouse	Everday Wants:Shoes and Clothing [20→100]	Everday Wants	Shoes and Clothing [20→100]	Alterations	$31.80 	$0.00 	R	"($1,615.40)"
Capital One Quicksilver			5/12/2018	Sparrow Meat Market	Everyday Needs:General Grocery	Everyday Needs	General Grocery	Meat on meat	$135.70 	$0.00 	R	"($1,751.10)"
Capital One Quicksilver			5/15/2018	Espresso Royale	Everday Wants:Dating	Everday Wants	Dating	Bella	$2.33 	$0.00 	R	"($1,753.43)"
Capital One Quicksilver			5/15/2018	Parking	Everday Wants:Spending Money	Everday Wants	Spending Money	Bella	$4.80 	$0.00 	R	"($1,758.23)"
Capital One Quicksilver			5/16/2018	Espresso Royale	"Everday Wants:Partying, Drinks, and Food"	Everday Wants	"Partying, Drinks, and Food"	Rob	$2.33 	$0.00 	R	"($1,760.56)"
Capital One Quicksilver			5/16/2018	Espresso Royale	"Everday Wants:Partying, Drinks, and Food"	Everday Wants	"Partying, Drinks, and Food"	Rob	$2.91 	$0.00 	R	"($1,763.47)"
Capital One Quicksilver			5/16/2018	Advanced Auto Parts	Everyday Needs:Car Maint. & Ins [1093 6/1]	Everyday Needs	Car Maint. & Ins [1093 6/1]	Bulb	$9.00 	$0.00 	R	"($1,772.47)"
Capital One Quicksilver			5/16/2018	Ama Bistro	"Everday Wants:Partying, Drinks, and Food"	Everday Wants	"Partying, Drinks, and Food"	Matt steinmalch	$12.60 	$0.00 	R	"($1,785.07)"
Capital One Quicksilver			5/16/2018	Mobil	Everyday Needs:Gasoline	Everyday Needs	Gasoline		$29.68 	$0.00 	R	"($1,814.75)"
Capital One Quicksilver			5/17/2018	Witches Hat	"Everday Wants:Partying, Drinks, and Food"	Everday Wants	"Partying, Drinks, and Food"	Ryan and Derek	$6.30 	$0.00 	R	"($1,821.05)"
Capital One Quicksilver			5/17/2018	Zukey Lake	"Everday Wants:Partying, Drinks, and Food"	Everday Wants	"Partying, Drinks, and Food"	Ryan and Derek	$46.76 	$0.00 	R	"($1,867.81)"
Capital One Quicksilver			5/18/2018	Dom's	"Everday Wants:Partying, Drinks, and Food"	Everday Wants	"Partying, Drinks, and Food"	Gabby	$47.69 	$0.00 	R	"($1,915.50)"
Capital One Quicksilver			5/19/2018	McDonalds	"Everday Wants:Partying, Drinks, and Food"	Everday Wants	"Partying, Drinks, and Food"	Before gym 	$3.18 	$0.00 	R	"($1,918.68)"
Capital One Quicksilver			5/19/2018	Emagine Novi	Everday Wants:Spending Money	Everday Wants	Spending Money	Popcorn	$8.00 	$0.00 	R	"($1,926.68)"
Capital One Quicksilver			5/19/2018	Emagine Novi	Everday Wants:Spending Money	Everday Wants	Spending Money	Cam and LIz - Deadpool	$11.00 	$0.00 	R	"($1,937.68)"
Capital One Quicksilver			5/19/2018	Dom's	"Everday Wants:Partying, Drinks, and Food"	Everday Wants	"Partying, Drinks, and Food"	Sam	$53.95 	$0.00 	R	"($1,991.63)"
Capital One Quicksilver			5/20/2018	Kensington Grill	Everday Wants:Dating	Everday Wants	Dating	Alli	$18.30 	$0.00 	R	"($2,009.93)"
Capital One Quicksilver			5/20/2018	Witches Hat	Everday Wants:Dating	Everday Wants	Dating	Alli	$19.46 	$0.00 	R	"($2,029.39)"
Capital One Quicksilver			5/20/2018	Brown Jug	"Everday Wants:Partying, Drinks, and Food"	Everday Wants	"Partying, Drinks, and Food"	Out with Teerth and Sam	$21.26 	$0.00 	R	"($2,050.65)"
Capital One Quicksilver			5/21/2018	Mens Warehouse	Everday Wants:Shoes and Clothing [20→100]	Everday Wants	Shoes and Clothing [20→100]	Refund	$0.00 	$15.90 	R	"($2,034.75)"
Capital One Quicksilver			5/22/2018	Toll Booth	Everday Wants:Spending Money	Everday Wants	Spending Money	Transportation to Chicago	$2.20 	$0.00 	R	"($2,036.95)"
Capital One Quicksilver			5/23/2018	Uber	Everday Wants:Transportation / Uber	Everday Wants	Transportation / Uber	Ken	$14.10 	$0.00 	R	"($2,051.05)"
Capital One Quicksilver			5/23/2018	Uber	Everday Wants:Transportation / Uber	Everday Wants	Transportation / Uber	Ken	$21.74 	$0.00 	R	"($2,072.79)"
Capital One Quicksilver			5/24/2018	Chicago Transit	Everday Wants:Transportation / Uber	Everday Wants	Transportation / Uber	To Hannah 	$3.00 	$0.00 	R	"($2,075.79)"
Capital One Quicksilver			5/24/2018	Eleven City Diner	"Everday Wants:Partying, Drinks, and Food"	Everday Wants	"Partying, Drinks, and Food"	Derek Talaga Breakfast	$17.60 	$0.00 	R	"($2,093.39)"
Capital One Quicksilver			5/24/2018	Scofflaw	Everday Wants:Dating	Everday Wants	Dating	hannah	$32.62 	$0.00 	R	"($2,126.01)"
Capital One Quicksilver			5/24/2018	Park and Field	Everday Wants:Dating	Everday Wants	Dating	hannah	$48.19 	$0.00 	R	"($2,174.20)"
Capital One Quicksilver			5/24/2018	Ebay	Infrequent Purchases and Payments:Investment Purchases (For Resale)	Infrequent Purchases and Payments	Investment Purchases (For Resale)	Cam - SRPB44	$345.00 	$0.00 	R	"($2,519.20)"
Capital One Quicksilver			5/25/2018	Chicago Transit	Everday Wants:Transportation / Uber	Everday Wants	Transportation / Uber	To Jackson (home)	$3.00 	$0.00 	R	"($2,522.20)"
Capital One Quicksilver			5/25/2018	Aldi	Everyday Needs:General Grocery	Everyday Needs	General Grocery		$3.73 	$0.00 	R	"($2,525.93)"
Capital One Quicksilver			5/25/2018	Uber	Everday Wants:Transportation / Uber	Everday Wants	Transportation / Uber	To old crow	$6.62 	$0.00 	R	"($2,532.55)"
Capital One Quicksilver			5/25/2018	Uber	Everday Wants:Dating	Everday Wants	Dating	To Old Crow	$8.02 	$0.00 	R	"($2,540.57)"
Capital One Quicksilver			5/25/2018	Mens Warehouse	Everday Wants:Shoes and Clothing [20→100]	Everday Wants	Shoes and Clothing [20→100]	Alterations	$39.00 	$0.00 	R	"($2,579.57)"
Capital One Quicksilver			5/25/2018	Max Bar	"Everday Wants:Partying, Drinks, and Food"	Everday Wants	"Partying, Drinks, and Food"	Joey	$43.46 	$0.00 	R	"($2,623.03)"
Capital One Quicksilver			5/25/2018	Old Crow	Everday Wants:Dating	Everday Wants	Dating	With Lindsay	$43.91 	$0.00 	R	"($2,666.94)"
Capital One Quicksilver			5/26/2018	Starbucks	"Everday Wants:Partying, Drinks, and Food"	Everday Wants	"Partying, Drinks, and Food"	Joey	$3.81 	$0.00 	R	"($2,670.75)"
Capital One Quicksilver			5/26/2018	Uber	Everday Wants:Transportation / Uber	Everday Wants	Transportation / Uber	Joey	$5.15 	$0.00 	R	"($2,675.90)"
Capital One Quicksilver			5/26/2018	Uber	Everday Wants:Transportation / Uber	Everday Wants	Transportation / Uber		$5.39 	$0.00 	R	"($2,681.29)"
Capital One Quicksilver			5/26/2018	Uber	Everday Wants:Transportation / Uber	Everday Wants	Transportation / Uber	Joey	$6.19 	$0.00 	R	"($2,687.48)"
Capital One Quicksilver			5/26/2018	Uber	Everday Wants:Transportation / Uber	Everday Wants	Transportation / Uber		$6.35 	$0.00 	R	"($2,693.83)"
Capital One Quicksilver			5/26/2018	Lotties	"Everday Wants:Partying, Drinks, and Food"	Everday Wants	"Partying, Drinks, and Food"	Joey	$30.02 	$0.00 	R	"($2,723.85)"
Capital One Quicksilver			5/26/2018	Delta	Leverage:BNP Credit Card	Leverage	BNP Credit Card		$216.20 	$0.00 	R	"($2,940.05)"
Capital One Quicksilver			5/26/2018	Hotel St James	Leverage:BNP Credit Card	Leverage	BNP Credit Card	Stay through Saturday in NYC	$828.75 	$0.00 	R	"($3,768.80)"
Capital One Quicksilver			5/27/2018	Transfer : Checking Main					$0.00 	$251.74 	R	"($3,517.06)"
Capital One Quicksilver			5/27/2018	Uber	Everday Wants:Dating	Everday Wants	Dating	Lindsay	$3.56 	$0.00 	R	"($3,520.62)"
Capital One Quicksilver			5/27/2018	Social 25	"Everday Wants:Partying, Drinks, and Food"	Everday Wants	"Partying, Drinks, and Food"	Zein and Mo	$28.48 	$0.00 	R	"($3,549.10)"
Capital One Quicksilver			5/27/2018	Social 25	Everday Wants:Dating	Everday Wants	Dating	Lindsay	$28.59 	$0.00 	R	"($3,577.69)"
Capital One Quicksilver			5/27/2018	Warehouse Liquiors	"Everday Wants:Partying, Drinks, and Food"	Everday Wants	"Partying, Drinks, and Food"	Zein and Mo	$36.13 	$0.00 	R	"($3,613.82)"
Capital One Quicksilver			5/27/2018	Parlor Pizza	"Everday Wants:Partying, Drinks, and Food"	Everday Wants	"Partying, Drinks, and Food"	Zein and Mo	$63.36 	$0.00 	R	"($3,677.18)"
Capital One Quicksilver			5/28/2018	Cafe Ba-Ba-Reeba	"Everday Wants:Partying, Drinks, and Food"	Everday Wants	"Partying, Drinks, and Food"	Erika	$19.45 	$0.00 	R	"($3,696.63)"
Capital One Quicksilver			5/29/2018	Transfer : Checking Main					$0.00 	"$1,500.00 "	R	"($2,196.63)"
Capital One Quicksilver			5/29/2018	Uber	Everday Wants:Transportation / Uber	Everday Wants	Transportation / Uber	To frying pan	$3.73 	$0.00 	R	"($2,200.36)"
Capital One Quicksilver			5/29/2018	Uber	Everday Wants:Transportation / Uber	Everday Wants	Transportation / Uber		$5.65 	$0.00 	R	"($2,206.01)"
Capital One Quicksilver			5/29/2018	Uber	Everday Wants:Spending Money	Everday Wants	Spending Money		$8.33 	$0.00 	R	"($2,214.34)"
Capital One Quicksilver			5/29/2018	MTA	Everday Wants:Transportation / Uber	Everday Wants	Transportation / Uber	Metro Card	$8.50 	$0.00 	R	"($2,222.84)"
Capital One Quicksilver			5/29/2018	Uber	Leverage:BNP Credit Card	Leverage	BNP Credit Card	To Ohare	$40.41 	$0.00 	R	"($2,263.25)"
Capital One Quicksilver			5/29/2018	Hotel St James	Leverage:BNP Credit Card	Leverage	BNP Credit Card	Extra night	$298.77 	$0.00 	R	"($2,562.02)"
Capital One Quicksilver			6/2/2018	MTA	Everday Wants:Transportation / Uber	Everday Wants	Transportation / Uber		$5.50 	$0.00 	R	"($2,567.52)"
Capital One Quicksilver			6/2/2018	MTA	Everday Wants:Transportation / Uber	Everday Wants	Transportation / Uber		$10.50 	$0.00 	R	"($2,578.02)"
Capital One Quicksilver			6/2/2018	Taxi	Everday Wants:Spending Money	Everday Wants	Spending Money	Taxi out with Eli	$11.62 	$0.00 	R	"($2,589.64)"
Capital One Quicksilver			6/2/2018	Taxi	Everday Wants:Spending Money	Everday Wants	Spending Money	manhattan	$24.30 	$0.00 	R	"($2,613.94)"
Capital One Quicksilver			6/2/2018	Mens Warehouse	Everday Wants:Shoes and Clothing [20→100]	Everday Wants	Shoes and Clothing [20→100]	Belt	$39.99 	$0.00 	R	"($2,653.93)"
Capital One Quicksilver			6/2/2018	Extra Virgin	"Everday Wants:Partying, Drinks, and Food"	Everday Wants	"Partying, Drinks, and Food"	Out with Sam - Johns sister	$55.63 	$0.00 	R	"($2,709.56)"
Capital One Quicksilver			6/3/2018	Frency Coffee	"Everday Wants:Partying, Drinks, and Food"	Everday Wants	"Partying, Drinks, and Food"	Unknow	$3.05 	$0.00 	R	"($2,712.61)"
Capital One Quicksilver			6/3/2018	El Aguila	"Everday Wants:Partying, Drinks, and Food"	Everday Wants	"Partying, Drinks, and Food"	Mexican with Andrew	$9.28 	$0.00 	R	"($2,721.89)"
Capital One Quicksilver			6/3/2018	MTA	Everday Wants:Transportation / Uber	Everday Wants	Transportation / Uber	Card	$10.00 	$0.00 	R	"($2,731.89)"
Capital One Quicksilver			6/3/2018	Taxi	Everday Wants:Spending Money	Everday Wants	Spending Money	Taxi home from Kyles	$13.30 	$0.00 	R	"($2,745.19)"
Capital One Quicksilver			6/3/2018	SteepRock	Everday Wants:Spending Money	Everday Wants	Spending Money	Andrew 	$31.00 	$0.00 	R	"($2,776.19)"
Capital One Quicksilver			6/5/2018	Hale And Hearty Soups	"Everday Wants:Partying, Drinks, and Food"	Everday Wants	"Partying, Drinks, and Food"	Lunch with guys	$15.95 	$0.00 	R	"($2,792.14)"
Capital One Quicksilver			6/6/2018	Starbucks	"Everday Wants:Partying, Drinks, and Food"	Everday Wants	"Partying, Drinks, and Food"	Adam	$2.34 	$0.00 	R	"($2,794.48)"
Capital One Quicksilver			6/6/2018	Starbucks	"Everday Wants:Partying, Drinks, and Food"	Everday Wants	"Partying, Drinks, and Food"	Adam	$3.76 	$0.00 	R	"($2,798.24)"
Capital One Quicksilver			6/6/2018	BNP Market	"Everday Wants:Partying, Drinks, and Food"	Everday Wants	"Partying, Drinks, and Food"	Late night coffee for Serkan	$5.14 	$0.00 	R	"($2,803.38)"
Capital One Quicksilver			6/6/2018	Naya Express	"Everday Wants:Partying, Drinks, and Food"	Everday Wants	"Partying, Drinks, and Food"	Lunch with the guys	$11.50 	$0.00 	R	"($2,814.88)"
Capital One Quicksilver			6/6/2018	Xians Famous Foods	"Everday Wants:Partying, Drinks, and Food"	Everday Wants	"Partying, Drinks, and Food"	Quentin and gang 	$15.35 	$0.00 	R	"($2,830.23)"
Capital One Quicksilver			6/6/2018	Maki Maki	"Everday Wants:Partying, Drinks, and Food"	Everday Wants	"Partying, Drinks, and Food"	Sushi Quentin	$21.64 	$0.00 	R	"($2,851.87)"
Capital One Quicksilver			6/7/2018	Cafe Duke	"Everday Wants:Partying, Drinks, and Food"	Everday Wants	"Partying, Drinks, and Food"	Late night	$5.44 	$0.00 	R	"($2,857.31)"
Capital One Quicksilver			6/7/2018	Le Pain Quotidien	"Everday Wants:Partying, Drinks, and Food"	Everday Wants	"Partying, Drinks, and Food"	Dinner with the guys	$14.14 	$0.00 	R	"($2,871.45)"
Capital One Quicksilver			6/7/2018	McDonalds	"Everday Wants:Partying, Drinks, and Food"	Everday Wants	"Partying, Drinks, and Food"	Late night food 5am deal time	$15.30 	$0.00 	R	"($2,886.75)"
Capital One Quicksilver			6/8/2018	Maison Kayser	"Everday Wants:Partying, Drinks, and Food"	Everday Wants	"Partying, Drinks, and Food"	Plia	$3.95 	$0.00 	R	"($2,890.70)"
Capital One Quicksilver			6/8/2018	Maki Maki	"Everday Wants:Partying, Drinks, and Food"	Everday Wants	"Partying, Drinks, and Food"	Sushi with Camille	$12.52 	$0.00 	R	"($2,903.22)"
Capital One Quicksilver			6/8/2018	The Penny Farthing	"Everday Wants:Partying, Drinks, and Food"	Everday Wants	"Partying, Drinks, and Food"	Serkans Birthday + Anthony	$18.00 	$0.00 	R	"($2,921.22)"
Capital One Quicksilver			6/8/2018	The Penny Farthing	"Everday Wants:Partying, Drinks, and Food"	Everday Wants	"Partying, Drinks, and Food"	Serkans Birthday + Anthony	$27.00 	$0.00 	R	"($2,948.22)"
Capital One Quicksilver			6/8/2018	Taxi	Leverage:BNP Credit Card	Leverage	BNP Credit Card	To JFK	$58.56 	$0.00 	R	"($3,006.78)"
Capital One Quicksilver			6/8/2018	Latitude	"Everday Wants:Partying, Drinks, and Food"	Everday Wants	"Partying, Drinks, and Food"	Serkans Birthday	$73.00 	$0.00 	R	"($3,079.78)"
Capital One Quicksilver			6/8/2018	Emmett O'Lunney's Irish Pub	"Everday Wants:Partying, Drinks, and Food"	Everday Wants	"Partying, Drinks, and Food"	Serkans Birthday	$76.06 	$0.00 	R	"($3,155.84)"
Capital One Quicksilver			6/9/2018	Chicago Transit	Everday Wants:Transportation / Uber	Everday Wants	Transportation / Uber	Ride back from airport	$5.00 	$0.00 	R	"($3,160.84)"
Capital One Quicksilver			6/9/2018	Panera	Everday Wants:Dating	Everday Wants	Dating	Erin	$25.17 	$0.00 	R	"($3,186.01)"
Capital One Quicksilver			6/9/2018	Plymouth Court Cleaners	Everday Wants:Shoes and Clothing [20→100]	Everday Wants	Shoes and Clothing [20→100]	Dry cleaning for suits	$27.65 	$0.00 	R	"($3,213.66)"
Capital One Quicksilver			6/9/2018	Delta	Leverage:BNP Credit Card	Leverage	BNP Credit Card	Flight from NYC to Chicago	$259.20 	$0.00 	R	"($3,472.86)"
Capital One Quicksilver			6/10/2018	Captial One	Income:Available this month	Income	Available this month	Rembursment	$0.00 	$52.77 	R	"($3,420.09)"
